mean_utility,oracle_regret,mean_quality,normalized_cost,method,K,utility_ci_low,utility_ci_high,recovered_gap_vs_learned,recovered_gap_vs_oracle,selected_model_entropy,rate_log2K,empirical_H_Z,ablation,split_seed,lambda_cost,train_fraction,train_query_count
0.6612260657172314,0.10222042378533439,0.7128992323838982,0.4186774158699293,semantic_embedding_kmeans,4,0.6430925974355169,0.6790632480602772,0.6576155320927792,0.6156417522559778,1.938334741723672,2.0,1.938334741723672,k_lambda,,0.1,,
0.711058561383336,0.052387928119229835,0.7393564155500028,0.2292809444714525,flat_routecode_utility_oracle,4,0.6912128251995809,0.7263135930074948,0.8577653327531383,0.8030165449408375,1.9178409705127164,2.0,1.9178409705127164,k_lambda,,0.1,,
0.610662588348766,0.15278390115379986,0.6813572550154327,0.5727974936531087,d2_embedding_centroid,4,0.5917723493211791,0.6327327518616054,0.4545297788966652,0.42551840076214303,1.3579161005978144,2.0,1.9161208346919192,k_lambda,,0.1,,
0.7107987852083721,0.05264770429419365,0.7411348060417055,0.24579501566466808,semantic_embedding_kmeans,8,0.6895560014947756,0.7305814691865443,0.8567219543523512,0.8020397624964168,2.143337205409796,3.0,2.930424622784659,k_lambda,,0.1,,
0.747551040169704,0.015895449332861782,0.7792984047530374,0.2572303077567115,flat_routecode_utility_oracle,8,0.7331721240451822,0.762696009146027,1.0043356029566028,0.9402316403470123,2.345357359666862,3.0,2.8602154154967545,k_lambda,,0.1,,
0.7092045962903157,0.054241893212250133,0.7393105337903157,0.24393078512396696,d2_embedding_centroid,8,0.691324478980556,0.7282744242317031,0.8503189719229367,0.7960454647188624,2.139367533660844,3.0,2.935077826522373,k_lambda,,0.1,,
0.7464715791118761,0.016974910390689688,0.7785228395285428,0.2596925977691352,semantic_embedding_kmeans,16,0.7310903070235699,0.7628458610653894,1.0,0.9361727669308159,2.3119630468159187,4.0,3.7224842443123496,k_lambda,,0.1,,
0.7484577334002755,0.01498875610229025,0.7813879938169422,0.2668146201317993,flat_routecode_utility_oracle,16,0.7338492812577813,0.7631255154022518,1.0079772923188002,0.9436408907535231,2.363593465260224,4.0,3.8398403835476227,k_lambda,,0.1,,
0.7477280690278415,0.015718420474724326,0.7800711315278416,0.2620568992059634,d2_embedding_centroid,16,0.7340820666603712,0.7627982727081901,1.0050466307747714,0.9408972852269119,2.305550414750262,4.0,3.766822721686034,k_lambda,,0.1,,
0.7464715791118761,0.016974910390689688,0.7785228395285428,0.2596925977691352,semantic_embedding_kmeans,32,0.7292248312599929,0.7631442351017955,1.0,0.9361727669308159,2.3119630468159187,5.0,4.786714668299419,k_lambda,,0.1,,
