heldout_model_type,method,budget,mean_utility,mean_quality,regret_to_full_calibration,n_new_model_evals,new_model_selection_rate,training_time_s
verifiable_action,dataset_stratified_calibration,20,0.6706416207238123,0.7577519379844961,-0.00616739417019226,20.0,0.12403100775193798,0.0
verifiable_action,random_query_route_state_calibration,20,0.6481590595656684,0.7751937984496123,0.024164652448230628,20.0,0.054263565891472874,0.0
verifiable_action,direct_probe_regressor_retrain,20,0.6361343601816295,0.7054263565891472,0.027545416754037617,20.0,0.05620155038759691,0.03348430733361359
verifiable_action,active_route_state_calibration,20,0.6239944071174378,0.7596899224806202,0.048329304896461256,20.0,0.027131782945736437,0.0
verifiable_action,embedding_cluster_calibration,20,0.6064867100393911,0.7267441860465116,-0.0030045982790103767,20.0,0.10077519379844961,0.0
verifiable_action,calibration_aware_route_state,40,0.7153648737103978,0.7635658914728682,0.024164652448230628,40.0,0.06589147286821705,0.0
verifiable_action,active_route_state_calibration,40,0.6723237120138991,0.7906976744186046,0.0,40.0,0.08139534883720931,0.0
verifiable_action,random_query_route_state_calibration,40,0.6723237120138991,0.7906976744186046,0.0,40.0,0.08139534883720931,0.0
verifiable_action,uniform_route_state_calibration,40,0.6723237120138991,0.7906976744186046,0.0,40.0,0.08139534883720931,0.0
verifiable_action,dataset_stratified_calibration,40,0.6716640057909297,0.7693798449612403,-0.0071897792373096054,40.0,0.10852713178294575,0.0
verifiable_action,direct_probe_regressor_retrain,40,0.6636797769356672,0.7267441860465116,0.0,40.0,0.09108527131782945,0.03450487266430476
verifiable_action,embedding_cluster_calibration,40,0.6034821117603808,0.75,0.0,40.0,0.0,0.0
verifiable_action,calibration_aware_route_state,80,0.7395295261586284,0.7790697674418605,0.0,80.0,0.09302325581395349,0.0
verifiable_action,active_route_state_calibration,80,0.6723237120138991,0.7906976744186046,0.0,80.0,0.08139534883720931,0.0
verifiable_action,random_query_route_state_calibration,80,0.6723237120138991,0.7906976744186046,0.0,80.0,0.08139534883720931,0.0
verifiable_action,uniform_route_state_calibration,80,0.6723237120138991,0.7906976744186046,0.0,80.0,0.08139534883720931,0.0
verifiable_action,dataset_stratified_calibration,80,0.6716640057909297,0.7693798449612403,-0.0071897792373096054,80.0,0.10852713178294575,0.0
verifiable_action,direct_probe_regressor_retrain,80,0.6636797769356672,0.7267441860465116,0.0,80.0,0.09302325581395349,0.045654752662812825
verifiable_action,embedding_cluster_calibration,80,0.6034821117603808,0.75,0.0,80.0,0.0,0.0
verifiable_action,calibration_aware_route_state,160,0.7395295261586284,0.7790697674418605,0.0,160.0,0.09302325581395349,0.0
verifiable_action,active_route_state_calibration,160,0.6723237120138991,0.7906976744186046,0.0,160.0,0.08139534883720931,0.0
verifiable_action,random_query_route_state_calibration,160,0.6723237120138991,0.7906976744186046,0.0,160.0,0.08139534883720931,0.0
verifiable_action,uniform_route_state_calibration,160,0.6723237120138991,0.7906976744186046,0.0,160.0,0.08139534883720931,0.0
verifiable_action,dataset_stratified_calibration,160,0.6716640057909297,0.7693798449612403,-0.0071897792373096054,160.0,0.10852713178294575,0.0
verifiable_action,direct_probe_regressor_retrain,160,0.6636797769356672,0.7267441860465116,0.0,160.0,0.09302325581395349,0.03421422699951412
verifiable_action,embedding_cluster_calibration,160,0.6064867100393911,0.7267441860465116,-0.0030045982790103767,160.0,0.10077519379844961,0.0
verifiable_action,calibration_aware_route_state,320,0.7395295261586284,0.7790697674418605,0.0,320.0,0.09302325581395349,0.0
verifiable_action,active_route_state_calibration,320,0.6723237120138991,0.7906976744186046,0.0,320.0,0.08139534883720931,0.0
verifiable_action,random_query_route_state_calibration,320,0.6723237120138991,0.7906976744186046,0.0,320.0,0.08139534883720931,0.0
verifiable_action,uniform_route_state_calibration,320,0.6723237120138991,0.7906976744186046,0.0,320.0,0.08139534883720931,0.0
verifiable_action,dataset_stratified_calibration,320,0.66447422655362,0.7732558139534884,0.0,320.0,0.06976744186046512,0.0
verifiable_action,direct_probe_regressor_retrain,320,0.6636797769356672,0.7267441860465116,0.0,320.0,0.09302325581395349,0.03381866399771146
verifiable_action,embedding_cluster_calibration,320,0.6064867100393911,0.7267441860465116,-0.0030045982790103767,320.0,0.10077519379844961,0.0
verifiable_action,calibration_aware_route_state,640,0.7395295261586284,0.7790697674418605,0.0,516.0,0.09302325581395349,0.0
verifiable_action,active_route_state_calibration,640,0.6723237120138991,0.7906976744186046,0.0,516.0,0.08139534883720931,0.0
verifiable_action,random_query_route_state_calibration,640,0.6723237120138991,0.7906976744186046,0.0,516.0,0.08139534883720931,0.0
verifiable_action,uniform_route_state_calibration,640,0.6723237120138991,0.7906976744186046,0.0,516.0,0.08139534883720931,0.0
verifiable_action,dataset_stratified_calibration,640,0.66447422655362,0.7732558139534884,0.0,516.0,0.06976744186046512,0.0
verifiable_action,direct_probe_regressor_retrain,640,0.6636797769356672,0.7267441860465116,0.0,516.0,0.09302325581395349,0.036486970331073586
verifiable_action,embedding_cluster_calibration,640,0.6034821117603808,0.75,0.0,516.0,0.0,0.0
