group_method,deployability,split,group_id,model_id,n_queries,mean_utility,utility_variance,quality_variance,ci_width_utility_95,samples_needed_for_0p03
predicted_utility_state_extratrees_probe_only_k12,train_utility_clusters_predicted_from_observable_probe_features,test,p01,qwen3-4b-local,14,0.0,0.0,0.0,0.0,0.0
predicted_utility_state_extratrees_probe_only_k12,train_utility_clusters_predicted_from_observable_probe_features,test,p01,qwen3-8b-local,14,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.27999999999999997,305.0
predicted_utility_state_extratrees_probe_only_k12,train_utility_clusters_predicted_from_observable_probe_features,test,p02,gemini-3.5-flash,25,0.09274913896521034,0.1086760283475701,0.11,0.25845381188909566,464.0
predicted_utility_state_extratrees_probe_only_k12,train_utility_clusters_predicted_from_observable_probe_features,test,p02,gpt-5.5,25,-0.047405673155063555,0.35057486746561656,0.25000000000000006,0.464201406435769,1497.0
predicted_utility_state_extratrees_probe_only_k12,train_utility_clusters_predicted_from_observable_probe_features,test,p02,qwen3-14b-awq-local,25,0.72,0.21000000000000005,0.21000000000000005,0.3592739344845379,897.0
predicted_utility_state_extratrees_probe_only_k12,train_utility_clusters_predicted_from_observable_probe_features,test,p02,qwen3-32b-awq-local,25,0.72,0.21000000000000005,0.21000000000000005,0.3592739344845379,897.0
predicted_utility_state_extratrees_probe_only_k12,train_utility_clusters_predicted_from_observable_probe_features,test,p02,qwen3-4b-local,24,0.08333333333333333,0.07971014492753621,0.07971014492753621,0.22591093110398733,341.0
predicted_utility_state_extratrees_probe_only_k12,train_utility_clusters_predicted_from_observable_probe_features,test,p02,qwen3-8b-local,25,0.04,0.04,0.04,0.1568,171.0
predicted_utility_state_extratrees_probe_only_k12,train_utility_clusters_predicted_from_observable_probe_features,test,p03,gemini-3.5-flash,9,0.9801334227691567,0.0006837300653938988,0.0,0.034167023862960166,3.0
predicted_utility_state_extratrees_probe_only_k12,train_utility_clusters_predicted_from_observable_probe_features,test,p03,gpt-5.5,9,0.7274055405779217,0.12296984129487552,0.1111111111111111,0.45820953107037243,525.0
predicted_utility_state_extratrees_probe_only_k12,train_utility_clusters_predicted_from_observable_probe_features,test,p03,qwen3-14b-awq-local,9,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.43555555555555553,475.0
predicted_utility_state_extratrees_probe_only_k12,train_utility_clusters_predicted_from_observable_probe_features,test,p03,qwen3-32b-awq-local,9,0.2222222222222222,0.19444444444444448,0.19444444444444448,0.5761858410762886,830.0
